hTeam,vteam,hScore,vScore
Washington Capitals,Montreal Canadiens,1,2
San Jose Sharks,Calgary Flames,4,1
Buffalo Sabres,Edmonton Oilers,1,2
Calgary Flames,Winnipeg Jets,1,1
Toronto Maple Leafs,Detroit Red Wings,5,4
Tampa Bay Lightning,Philadelphia Flyers,4,2
St Louis Blues,Edmonton Oilers,3,1
Toronto Maple Leafs,Detroit Red Wings,6,3
San Jose Sharks,Tampa Bay Lightning,2,1
Vegas Golden Knights,Edmonton Oilers,4,1
Pittsburgh Penguins,New Jersey Devils,0,3
Detroit Red Wings,Minnesota Wild,3,2
San Jose Sharks,Vancouver Canucks,3,1
Chicago Blackhawks,Carolina Hurricanes,2,1
Tampa Bay Lightning,St Louis Blues,5,2
New Jersey Devils,Philadelphia Flyers,4,3
Toronto Maple Leafs,Columbus Blue Jackets,2,3
Boston Bruins,Vancouver Canucks,4,3
Washington Capitals,Ottawa Senators,5,2
San Jose Sharks,Chicago Blackhawks,2,1
Florida Panthers,Detroit Red Wings,3,5
Vegas Golden Knights,San Diego Sockers,3,3
NY Rangers Rangers,Chicago Blackhawks,1,2
Winnipeg Jets,Detroit Red Wings,4,1
Arizona Coyotes,Vancouver Canucks,3,0
Nashville Predators,Winnipeg Jets,3,1
Vegas Golden Knights,Detroit Red Wings,3,6
Edmonton Oilers,Arizona Coyotes,3,1
Florida Panthers,Carolina Hurricanes,3,2
Philadelphia Flyers,Minnesota Wild,3,2
Washington Capitals,Tampa Bay Lightning,2,4
Tampa Bay Lightning,Minnesota Wild,2,2
NY Rangers Rangers,Carolina Hurricanes,3,2
Calgary Flames,St Louis Blues,7,4
Boston Bruins,Buffalo Sabres,4,0
New Jersey Devils,Los Angeles Kings,1,3
Dallas Stars,Detroit Red Wings,5,2
Boston Bruins,Florida Panthers,1,4
Minnesota Wild,Carolina Hurricanes,5,3
New Jersey Devils,Colorado Avalanche,1,2
Philadelphia Flyers,Pittsburgh Penguins,4,5
Winnipeg Jets,San Jose Sharks,3,4
Florida Panthers,Toronto Maple Leafs,3,2
Tampa Bay Lightning,Nashville Predators,4,3
Washington Capitals,Florida Panthers,1,4
Florida Panthers,Detroit Red Wings,2,2
Vancouver Canucks,Buffalo Sabres,5,2
Vegas Golden Knights,St Louis Blues,4,3
Florida Panthers,Detroit Red Wings,6,3
NY Islanders Islanders,Detroit Red Wings,3,4
Winnipeg Jets,NY Rangers Rangers,1,3
Columbus Blue Jackets,Vegas Golden Knights,4,1
Dallas Stars,Minnesota Wild,1,2
Carolina Hurricanes,Montreal Canadiens,3,2
Washington Capitals,Ottawa Senators,3,2
Calgary Flames,Chicago Blackhawks,1,4
Columbus Blue Jackets,San Diego Sockers,3,3
St Louis Blues,San Jose Sharks,2,3
Colorado Avalanche,Tampa Bay Lightning,0,4
Carolina Hurricanes,Arizona Coyotes,6,5
Calgary Flames,Ottawa Senators,4,6
Toronto Maple Leafs,San Jose Sharks,2,2
Vancouver Canucks,Colorado Avalanche,5,1
Ottawa Senators,Dallas Stars,3,2
Ottawa Senators,Florida Panthers,3,1
Washington Capitals,Carolina Hurricanes,4,1
Washington Capitals,Nashville Predators,1,2
Winnipeg Jets,Columbus Blue Jackets,2,5
Philadelphia Flyers,Tampa Bay Lightning,4,2
Edmonton Oilers,Colorado Avalanche,2,3
Calgary Flames,Minnesota Wild,2,4
Carolina Hurricanes,Vegas Golden Knights,1,5
NY Rangers Rangers,San Diego Sockers,4,1
Nashville Predators,Chicago Blackhawks,2,3
Vancouver Canucks,Winnipeg Jets,4,1
Arizona Coyotes,NY Islanders Islanders,1,1
Tampa Bay Lightning,Minnesota Wild,3,0
St Louis Blues,Florida Panthers,1,2
Edmonton Oilers,Winnipeg Jets,3,1
Minnesota Wild,Detroit Red Wings,3,1
Chicago Blackhawks,Minnesota Wild,2,5
Edmonton Oilers,San Diego Sockers,3,5
San Jose Sharks,San Diego Sockers,2,2
Winnipeg Jets,Tampa Bay Lightning,3,1
Toronto Maple Leafs,Philadelphia Flyers,2,4
Ottawa Senators,Edmonton Oilers,2,7
NY Rangers Rangers,Pittsburgh Penguins,2,3
Colorado Avalanche,Chicago Blackhawks,4,3
Chicago Blackhawks,Toronto Maple Leafs,4,4
NY Islanders Islanders,Florida Panthers,3,2
Los Angeles Kings,Dallas Stars,2,4
Buffalo Sabres,New Jersey Devils,1,3
Boston Bruins,Montreal Canadiens,1,5
Columbus Blue Jackets,NY Islanders Islanders,2,2
Vancouver Canucks,San Jose Sharks,3,5
San Jose Sharks,Calgary Flames,5,1
Los Angeles Kings,Minnesota Wild,4,3
Vancouver Canucks,Boston Bruins,6,1
St Louis Blues,Chicago Blackhawks,4,1
NY Islanders Islanders,Edmonton Oilers,8,1
Buffalo Sabres,Carolina Hurricanes,4,1
Chicago Blackhawks,Detroit Red Wings,0,4
Buffalo Sabres,Ottawa Senators,3,2
Arizona Coyotes,Edmonton Oilers,4,1
NY Rangers Rangers,Montreal Canadiens,2,2
Tampa Bay Lightning,Buffalo Sabres,4,2
Colorado Avalanche,New Jersey Devils,3,2
Montreal Canadiens,Columbus Blue Jackets,1,0
Los Angeles Kings,San Diego Sockers,2,1
Buffalo Sabres,Philadelphia Flyers,3,1
Winnipeg Jets,Arizona Coyotes,5,2
NY Islanders Islanders,Los Angeles Kings,4,2
Dallas Stars,NY Rangers Rangers,0,2
New Jersey Devils,NY Islanders Islanders,4,3
Chicago Blackhawks,San Diego Sockers,0,1
Columbus Blue Jackets,New Jersey Devils,2,0
Arizona Coyotes,Florida Panthers,2,3
Florida Panthers,Pittsburgh Penguins,3,4
Arizona Coyotes,Chicago Blackhawks,6,1
Detroit Red Wings,Buffalo Sabres,1,2
Columbus Blue Jackets,Boston Bruins,4,3
Carolina Hurricanes,Philadelphia Flyers,2,3
Ottawa Senators,Pittsburgh Penguins,4,1
Montreal Canadiens,Calgary Flames,1,4
Dallas Stars,Colorado Avalanche,4,2
Columbus Blue Jackets,Minnesota Wild,2,2
Los Angeles Kings,Vancouver Canucks,3,4
Vancouver Canucks,NY Rangers Rangers,5,6
Los Angeles Kings,Boston Bruins,1,2
Columbus Blue Jackets,Washington Capitals,4,4
New Jersey Devils,Edmonton Oilers,1,2
NY Islanders Islanders,St Louis Blues,3,2
Los Angeles Kings,New Jersey Devils,0,3
Winnipeg Jets,San Jose Sharks,2,3
Minnesota Wild,Dallas Stars,5,2
Vancouver Canucks,Colorado Avalanche,4,3
Tampa Bay Lightning,Detroit Red Wings,3,2
Pittsburgh Penguins,Buffalo Sabres,4,3
Tampa Bay Lightning,Dallas Stars,6,3
NY Rangers Rangers,Florida Panthers,2,2
Boston Bruins,Florida Panthers,5,1
New Jersey Devils,Pittsburgh Penguins,4,7
Philadelphia Flyers,NY Islanders Islanders,1,3
Edmonton Oilers,Vancouver Canucks,2,2
Vancouver Canucks,Detroit Red Wings,2,3
Los Angeles Kings,Ottawa Senators,3,5
Minnesota Wild,Washington Capitals,2,5
Washington Capitals,Colorado Avalanche,3,0
Boston Bruins,Edmonton Oilers,2,3
New Jersey Devils,Boston Bruins,1,4
Carolina Hurricanes,Chicago Blackhawks,5,0
Columbus Blue Jackets,Philadelphia Flyers,2,2
Vancouver Canucks,Carolina Hurricanes,3,2
Nashville Predators,Philadelphia Flyers,3,6
Boston Bruins,Pittsburgh Penguins,4,3
Chicago Blackhawks,Dallas Stars,2,4
Arizona Coyotes,Winnipeg Jets,4,3
Arizona Coyotes,Boston Bruins,3,5
San Diego Sockers,Arizona Coyotes,5,2
St Louis Blues,Calgary Flames,3,2
Toronto Maple Leafs,Boston Bruins,1,3
NY Rangers Rangers,Pittsburgh Penguins,3,3
San Jose Sharks,Los Angeles Kings,1,4
Carolina Hurricanes,Pittsburgh Penguins,2,1
Minnesota Wild,Tampa Bay Lightning,5,2
Arizona Coyotes,Vancouver Canucks,1,4
NY Rangers Rangers,NY Islanders Islanders,2,7
Minnesota Wild,Arizona Coyotes,1,1
Philadelphia Flyers,San Jose Sharks,0,1
Boston Bruins,Montreal Canadiens,2,1
Toronto Maple Leafs,Edmonton Oilers,1,0
Minnesota Wild,Chicago Blackhawks,0,2
New Jersey Devils,Los Angeles Kings,1,0
Colorado Avalanche,New Jersey Devils,3,0
Buffalo Sabres,Edmonton Oilers,3,1
Edmonton Oilers,Calgary Flames,3,0
Colorado Avalanche,Calgary Flames,3,6
Montreal Canadiens,Carolina Hurricanes,1,1
Pittsburgh Penguins,Montreal Canadiens,5,2
Buffalo Sabres,Minnesota Wild,0,4
Ottawa Senators,Toronto Maple Leafs,6,3
Chicago Blackhawks,Minnesota Wild,4,2
San Diego Sockers,Winnipeg Jets,4,1
NY Islanders Islanders,Detroit Red Wings,3,6
Vancouver Canucks,Toronto Maple Leafs,2,5
Winnipeg Jets,St Louis Blues,2,5
Ottawa Senators,Toronto Maple Leafs,2,4
Ottawa Senators,Calgary Flames,4,4
San Diego Sockers,Washington Capitals,1,1
San Jose Sharks,San Diego Sockers,1,1
Florida Panthers,Ottawa Senators,6,5
Detroit Red Wings,Edmonton Oilers,4,3
Pittsburgh Penguins,NY Islanders Islanders,1,1
Buffalo Sabres,Toronto Maple Leafs,2,4
Pittsburgh Penguins,Montreal Canadiens,4,3
Boston Bruins,NY Islanders Islanders,0,4
NY Rangers Rangers,Arizona Coyotes,4,1
Pittsburgh Penguins,Dallas Stars,1,4
Pittsburgh Penguins,Columbus Blue Jackets,4,1
Ottawa Senators,Vancouver Canucks,3,2
Columbus Blue Jackets,Los Angeles Kings,4,6
Detroit Red Wings,San Diego Sockers,2,1
Philadelphia Flyers,NY Rangers Rangers,2,2
Nashville Predators,Pittsburgh Penguins,5,1
San Jose Sharks,Boston Bruins,1,3
Boston Bruins,Arizona Coyotes,6,0
Boston Bruins,Buffalo Sabres,2,1
Winnipeg Jets,Minnesota Wild,7,2
Ottawa Senators,Minnesota Wild,3,2
San Diego Sockers,Columbus Blue Jackets,0,4
San Diego Sockers,Dallas Stars,2,0
Chicago Blackhawks,Tampa Bay Lightning,2,5
Nashville Predators,Philadelphia Flyers,2,4
Carolina Hurricanes,Minnesota Wild,2,3
Nashville Predators,St Louis Blues,3,1
Philadelphia Flyers,Buffalo Sabres,3,4
Boston Bruins,Pittsburgh Penguins,8,4
Los Angeles Kings,Edmonton Oilers,6,4
St Louis Blues,Colorado Avalanche,3,1
Pittsburgh Penguins,Colorado Avalanche,4,3
Winnipeg Jets,Edmonton Oilers,0,3
Calgary Flames,Chicago Blackhawks,2,1
Ottawa Senators,New Jersey Devils,3,1
Toronto Maple Leafs,Boston Bruins,3,3
Nashville Predators,Los Angeles Kings,5,0
NY Rangers Rangers,Buffalo Sabres,5,1
Detroit Red Wings,Boston Bruins,2,3
Washington Capitals,San Jose Sharks,4,1
Winnipeg Jets,Philadelphia Flyers,0,3
St Louis Blues,Chicago Blackhawks,2,2
Winnipeg Jets,Vancouver Canucks,1,0
Tampa Bay Lightning,Minnesota Wild,4,1
Los Angeles Kings,Vancouver Canucks,3,3
Calgary Flames,NY Islanders Islanders,1,2
Pittsburgh Penguins,Philadelphia Flyers,4,2
Boston Bruins,Tampa Bay Lightning,4,2
San Diego Sockers,Winnipeg Jets,1,4
Minnesota Wild,San Diego Sockers,2,2
Pittsburgh Penguins,Montreal Canadiens,3,3
Los Angeles Kings,Minnesota Wild,0,3
Carolina Hurricanes,NY Rangers Rangers,3,2
NY Islanders Islanders,Detroit Red Wings,7,6
Minnesota Wild,Edmonton Oilers,2,3
Pittsburgh Penguins,Vancouver Canucks,5,4
Minnesota Wild,San Diego Sockers,3,0
Chicago Blackhawks,Ottawa Senators,2,2
Vancouver Canucks,Buffalo Sabres,2,1
Columbus Blue Jackets,Calgary Flames,2,4
Chicago Blackhawks,Boston Bruins,3,1
San Diego Sockers,NY Rangers Rangers,6,3
San Jose Sharks,Carolina Hurricanes,5,4
St Louis Blues,Nashville Predators,1,2
New Jersey Devils,Columbus Blue Jackets,2,1
Washington Capitals,Toronto Maple Leafs,0,2
Philadelphia Flyers,Florida Panthers,3,2
New Jersey Devils,Washington Capitals,2,5
Philadelphia Flyers,San Diego Sockers,2,3
San Jose Sharks,Montreal Canadiens,6,2
San Jose Sharks,San Diego Sockers,2,1
Detroit Red Wings,Philadelphia Flyers,2,3
Montreal Canadiens,Florida Panthers,6,2
San Diego Sockers,Philadelphia Flyers,4,2
Winnipeg Jets,Minnesota Wild,2,4
Montreal Canadiens,Philadelphia Flyers,5,4
Florida Panthers,San Diego Sockers,8,3
San Diego Sockers,Calgary Flames,4,1
Pittsburgh Penguins,Buffalo Sabres,4,4
Carolina Hurricanes,Detroit Red Wings,1,4
Edmonton Oilers,San Jose Sharks,3,4
Calgary Flames,Minnesota Wild,2,2
Toronto Maple Leafs,Tampa Bay Lightning,4,5
Pittsburgh Penguins,Ottawa Senators,6,5
Buffalo Sabres,Winnipeg Jets,4,3
Detroit Red Wings,Florida Panthers,4,2
Chicago Blackhawks,St Louis Blues,2,0
Minnesota Wild,Toronto Maple Leafs,3,2
Minnesota Wild,St Louis Blues,5,1
St Louis Blues,Minnesota Wild,6,3
Montreal Canadiens,NY Islanders Islanders,3,1
Philadelphia Flyers,San Diego Sockers,2,6
Detroit Red Wings,Winnipeg Jets,5,1
Calgary Flames,St Louis Blues,2,1
Philadelphia Flyers,Washington Capitals,6,3
Tampa Bay Lightning,Pittsburgh Penguins,6,3
Pittsburgh Penguins,Montreal Canadiens,5,3
St Louis Blues,Edmonton Oilers,1,2
Florida Panthers,Pittsburgh Penguins,1,1
Los Angeles Kings,Dallas Stars,2,3
San Diego Sockers,Dallas Stars,5,3
Washington Capitals,Boston Bruins,5,3
NY Islanders Islanders,Boston Bruins,1,2
Edmonton Oilers,San Jose Sharks,0,3
Columbus Blue Jackets,San Jose Sharks,2,3
New Jersey Devils,Detroit Red Wings,0,3
New Jersey Devils,NY Rangers Rangers,3,2
Toronto Maple Leafs,Arizona Coyotes,1,4
Los Angeles Kings,New Jersey Devils,4,2
Boston Bruins,Chicago Blackhawks,0,1
Dallas Stars,Nashville Predators,5,1
Winnipeg Jets,Vegas Golden Knights,2,3
Los Angeles Kings,Chicago Blackhawks,2,1
Montreal Canadiens,Colorado Avalanche,4,2
Washington Capitals,Pittsburgh Penguins,2,3
Carolina Hurricanes,Minnesota Wild,3,1
Minnesota Wild,Detroit Red Wings,6,3
Colorado Avalanche,Nashville Predators,5,3
Montreal Canadiens,Detroit Red Wings,10,1
Nashville Predators,Winnipeg Jets,1,4
Arizona Coyotes,New Jersey Devils,5,0
Montreal Canadiens,Florida Panthers,0,2
Nashville Predators,Los Angeles Kings,5,2
Montreal Canadiens,Vancouver Canucks,5,2
Boston Bruins,Toronto Maple Leafs,1,4
Montreal Canadiens,Minnesota Wild,2,4
Los Angeles Kings,Chicago Blackhawks,3,2
NY Rangers Rangers,Detroit Red Wings,1,2
San Diego Sockers,Minnesota Wild,3,1
Dallas Stars,Minnesota Wild,3,2
Colorado Avalanche,Carolina Hurricanes,5,3
Edmonton Oilers,St Louis Blues,2,4
Los Angeles Kings,San Diego Sockers,2,4
New Jersey Devils,Columbus Blue Jackets,1,4
Carolina Hurricanes,Philadelphia Flyers,5,1
Toronto Maple Leafs,Washington Capitals,4,2
New Jersey Devils,Pittsburgh Penguins,3,4
Winnipeg Jets,San Diego Sockers,2,3
Florida Panthers,Detroit Red Wings,3,3
Buffalo Sabres,Minnesota Wild,2,2
Arizona Coyotes,Ottawa Senators,2,1
Winnipeg Jets,Nashville Predators,4,4
Montreal Canadiens,Edmonton Oilers,2,6
Buffalo Sabres,Pittsburgh Penguins,1,1
Carolina Hurricanes,Colorado Avalanche,3,2
Winnipeg Jets,St Louis Blues,3,4
Winnipeg Jets,Los Angeles Kings,2,2
Calgary Flames,Nashville Predators,3,2
Buffalo Sabres,San Jose Sharks,5,4
Vegas Golden Knights,San Diego Sockers,0,2
Edmonton Oilers,Vancouver Canucks,2,2
Nashville Predators,NY Rangers Rangers,5,3
Colorado Avalanche,Montreal Canadiens,4,0
Arizona Coyotes,San Diego Sockers,4,2
Florida Panthers,Toronto Maple Leafs,5,1
Montreal Canadiens,Ottawa Senators,4,1
Los Angeles Kings,Colorado Avalanche,2,1
Montreal Canadiens,Buffalo Sabres,5,2
Montreal Canadiens,Buffalo Sabres,2,3
Philadelphia Flyers,Chicago Blackhawks,3,1
Winnipeg Jets,Minnesota Wild,5,6
Calgary Flames,Arizona Coyotes,1,2
Washington Capitals,NY Islanders Islanders,3,2
Edmonton Oilers,Winnipeg Jets,1,1
Calgary Flames,Arizona Coyotes,0,5
Winnipeg Jets,Dallas Stars,5,2
Montreal Canadiens,Los Angeles Kings,4,1
Chicago Blackhawks,San Jose Sharks,4,1
Vancouver Canucks,St Louis Blues,0,3
Tampa Bay Lightning,San Jose Sharks,1,3
NY Rangers Rangers,NY Islanders Islanders,3,3
Buffalo Sabres,New Jersey Devils,3,4
NY Rangers Rangers,Tampa Bay Lightning,2,3
NY Rangers Rangers,San Diego Sockers,4,1
New Jersey Devils,Boston Bruins,2,2
Winnipeg Jets,Washington Capitals,2,1
Florida Panthers,Winnipeg Jets,3,1
Vegas Golden Knights,Calgary Flames,4,0
Edmonton Oilers,San Jose Sharks,4,3
Boston Bruins,Philadelphia Flyers,6,3
Dallas Stars,Arizona Coyotes,5,2
Nashville Predators,Arizona Coyotes,3,1
Chicago Blackhawks,Nashville Predators,2,1
Tampa Bay Lightning,Boston Bruins,0,3
Ottawa Senators,Montreal Canadiens,1,3
Tampa Bay Lightning,Detroit Red Wings,3,1
Colorado Avalanche,Minnesota Wild,4,5
Pittsburgh Penguins,Washington Capitals,7,4
San Jose Sharks,Edmonton Oilers,6,4
Vancouver Canucks,Ottawa Senators,0,3
NY Islanders Islanders,Pittsburgh Penguins,5,3
Florida Panthers,Columbus Blue Jackets,3,2
Columbus Blue Jackets,Carolina Hurricanes,1,3
Dallas Stars,Nashville Predators,3,2
St Louis Blues,Winnipeg Jets,0,4
NY Rangers Rangers,Boston Bruins,5,2
Carolina Hurricanes,Florida Panthers,3,2
Edmonton Oilers,Ottawa Senators,1,4
Buffalo Sabres,NY Islanders Islanders,4,3
Arizona Coyotes,Calgary Flames,2,4
Carolina Hurricanes,NY Rangers Rangers,4,3
Dallas Stars,Ottawa Senators,2,3
Montreal Canadiens,Boston Bruins,1,2
Philadelphia Flyers,Columbus Blue Jackets,2,1
Vegas Golden Knights,Arizona Coyotes,2,3
St Louis Blues,Washington Capitals,3,7
Philadelphia Flyers,NY Rangers Rangers,2,3
San Diego Sockers,Edmonton Oilers,5,5
New Jersey Devils,San Diego Sockers,1,2
Pittsburgh Penguins,Florida Panthers,3,2
Tampa Bay Lightning,Washington Capitals,1,1
NY Islanders Islanders,Carolina Hurricanes,2,3
NY Rangers Rangers,Philadelphia Flyers,4,3
St Louis Blues,Toronto Maple Leafs,6,4
Calgary Flames,Minnesota Wild,3,5
NY Islanders Islanders,Carolina Hurricanes,4,8
Nashville Predators,Colorado Avalanche,4,2
Philadelphia Flyers,New Jersey Devils,4,4
Detroit Red Wings,Minnesota Wild,4,2
Chicago Blackhawks,Boston Bruins,6,4
Detroit Red Wings,Toronto Maple Leafs,3,1
Boston Bruins,San Diego Sockers,1,3
Columbus Blue Jackets,Pittsburgh Penguins,2,3
Carolina Hurricanes,New Jersey Devils,3,1
NY Rangers Rangers,Dallas Stars,6,7
Carolina Hurricanes,Calgary Flames,5,2
St Louis Blues,Minnesota Wild,3,2
Montreal Canadiens,Buffalo Sabres,3,0
Dallas Stars,Calgary Flames,6,4
Pittsburgh Penguins,St Louis Blues,0,3
Tampa Bay Lightning,Montreal Canadiens,3,1
Calgary Flames,NY Islanders Islanders,2,5
Arizona Coyotes,San Jose Sharks,3,2
Carolina Hurricanes,Tampa Bay Lightning,1,0
Columbus Blue Jackets,St Louis Blues,8,4
Los Angeles Kings,Edmonton Oilers,6,4
NY Rangers Rangers,Winnipeg Jets,5,2
Nashville Predators,Calgary Flames,2,2
Washington Capitals,Los Angeles Kings,2,5
Carolina Hurricanes,Colorado Avalanche,3,1
Calgary Flames,NY Rangers Rangers,5,4
Arizona Coyotes,St Louis Blues,6,0
New Jersey Devils,San Jose Sharks,1,4
New Jersey Devils,Dallas Stars,1,2
Buffalo Sabres,Minnesota Wild,4,5
Tampa Bay Lightning,St Louis Blues,1,2
Ottawa Senators,St Louis Blues,0,6
Toronto Maple Leafs,New Jersey Devils,2,2
St Louis Blues,Los Angeles Kings,1,4
Toronto Maple Leafs,Ottawa Senators,3,4
Winnipeg Jets,Vancouver Canucks,4,1
Nashville Predators,NY Islanders Islanders,4,2
Columbus Blue Jackets,Tampa Bay Lightning,0,2
Vegas Golden Knights,Calgary Flames,7,3
NY Islanders Islanders,Philadelphia Flyers,1,4
Toronto Maple Leafs,Los Angeles Kings,5,0
Los Angeles Kings,Edmonton Oilers,4,2
Buffalo Sabres,Calgary Flames,6,3
Boston Bruins,Columbus Blue Jackets,4,6
Washington Capitals,Buffalo Sabres,5,2
Arizona Coyotes,Pittsburgh Penguins,2,4
NY Islanders Islanders,Nashville Predators,4,5
Montreal Canadiens,Buffalo Sabres,2,1
Ottawa Senators,Tampa Bay Lightning,1,4
Columbus Blue Jackets,Chicago Blackhawks,3,2
Calgary Flames,Ottawa Senators,0,6
Toronto Maple Leafs,Buffalo Sabres,3,3
Detroit Red Wings,Nashville Predators,5,4
Philadelphia Flyers,Pittsburgh Penguins,1,5
San Diego Sockers,Edmonton Oilers,2,1
Minnesota Wild,Colorado Avalanche,2,3
Tampa Bay Lightning,Los Angeles Kings,5,0
Los Angeles Kings,Pittsburgh Penguins,3,2
Calgary Flames,St Louis Blues,3,4
Vancouver Canucks,Nashville Predators,4,2
Columbus Blue Jackets,NY Islanders Islanders,7,0
Pittsburgh Penguins,Ottawa Senators,2,0
Arizona Coyotes,Detroit Red Wings,2,4
Nashville Predators,Arizona Coyotes,3,2
Florida Panthers,Edmonton Oilers,2,4
Dallas Stars,San Diego Sockers,4,3
Nashville Predators,Florida Panthers,4,3
Columbus Blue Jackets,Calgary Flames,0,2
San Jose Sharks,Chicago Blackhawks,7,2
Philadelphia Flyers,Dallas Stars,1,2
Montreal Canadiens,Arizona Coyotes,5,2
San Jose Sharks,Carolina Hurricanes,5,2
Columbus Blue Jackets,Pittsburgh Penguins,2,5
Detroit Red Wings,St Louis Blues,1,6
Washington Capitals,Philadelphia Flyers,5,3
Winnipeg Jets,Edmonton Oilers,4,3
St Louis Blues,Columbus Blue Jackets,4,1
Arizona Coyotes,Minnesota Wild,5,3
Detroit Red Wings,Montreal Canadiens,3,2
Columbus Blue Jackets,San Diego Sockers,4,2
NY Rangers Rangers,Florida Panthers,4,2
Chicago Blackhawks,Arizona Coyotes,6,2
NY Rangers Rangers,Columbus Blue Jackets,5,2
Columbus Blue Jackets,St Louis Blues,1,2
San Diego Sockers,Calgary Flames,5,3
Pittsburgh Penguins,Carolina Hurricanes,5,0
Washington Capitals,Montreal Canadiens,3,4
Colorado Avalanche,Washington Capitals,2,4
Arizona Coyotes,Philadelphia Flyers,2,1
Pittsburgh Penguins,Washington Capitals,2,2
Boston Bruins,Arizona Coyotes,4,1
Washington Capitals,Columbus Blue Jackets,4,2
St Louis Blues,Philadelphia Flyers,2,4
San Diego Sockers,Pittsburgh Penguins,1,5
San Diego Sockers,Detroit Red Wings,2,0
Vegas Golden Knights,Arizona Coyotes,5,2
Buffalo Sabres,Chicago Blackhawks,1,5
Toronto Maple Leafs,Washington Capitals,2,4
Boston Bruins,Tampa Bay Lightning,1,4
Edmonton Oilers,Los Angeles Kings,3,1
Washington Capitals,Carolina Hurricanes,2,1
St Louis Blues,Nashville Predators,2,1
Edmonton Oilers,NY Rangers Rangers,2,3
New Jersey Devils,St Louis Blues,1,4
NY Islanders Islanders,Montreal Canadiens,3,5
Winnipeg Jets,Nashville Predators,1,4
Tampa Bay Lightning,Nashville Predators,1,6
Columbus Blue Jackets,Boston Bruins,3,3
Detroit Red Wings,Vancouver Canucks,3,3
Nashville Predators,Edmonton Oilers,2,1
Buffalo Sabres,Washington Capitals,1,4
NY Islanders Islanders,Montreal Canadiens,3,6
Columbus Blue Jackets,Montreal Canadiens,5,2
Philadelphia Flyers,Montreal Canadiens,4,2
Detroit Red Wings,Boston Bruins,0,1
